anime_id,name,type,episodes,rating,members
9851,O-parts: Oman,Special,1,5.31,488
9855,Shujii no Inbou,OVA,2,5.6,893
9856,Manga Nihon Emaki,TV,46,6.17,122
9857,Bakusou Kyoudai Let&#039;s &amp; Go Special,Special,1,6.59,344
9858,Bakusou Kyoudai Let&#039;s &amp; Go!! WGP Bousou Mini Yonku Daitsuiseki,Movie,1,6.82,360
9861,Anime Tenchou Movie,Movie,1,5.67,1280
9862,Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,Movie,1,5.51,213
9863,SKET Dance,TV,77,8.36,101027
9865,Hetalia Axis Powers Fan Disc,OVA,3,7.56,8070
9866,Oshin,Movie,1,7.96,221
9868,Chengyu Donghua Lang,TV,180,6.04,144
9869,Din Dong,Special,1,5.18,80
9874,Touhou Niji Sousaku Doujin Anime: Musou Kakyou,OVA,2,7.07,18305
9875,Anime Tenchou x Touhou Project,Special,1,6.96,8449
9878,Licca-chan to Yamaneko Hoshi no Tabi,OVA,1,6.04,189
9879,Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!,OVA,1,4.91,92
9880,Esper Mami: Hoshizora no Dancing Doll,Movie,1,6.35,236
9881,Chou Supercar Gattiger,TV,25,6.6,199
9882,High School Mystery: Gakuen Nanafushigi,TV,41,7.14,344
9883,Osomatsu-kun (1988),TV,86,6.93,1723
9884,Osomatsu-kun,TV,56,6.99,1322
9885,Shin Bikkuriman,TV,72,5.29,110
9886,Ganbare! Moudouken Serve,Special,1,5.8,92
9887,Momoko,OVA,2,5.7,409
9888,Shinryaku! Ika Musume Specials,Special,2,7.37,14497
9890,Major: Message,OVA,1,8.36,12282
9893,Suite Precure♪,TV,48,7.36,7314
9895,The Bathroom,Movie,1,4.4,671
9900,Hamster Club,TV,140,6.65,318
9902,Hyper ERT,TV,20,6.0,73
9904,Inyouchuu Etsu,OVA,2,6.35,2121
9905,Captain (TV),TV,26,6.46,208
9906,Sue Cat,TV,40,6.27,116
9907,Bokura no Live Kimi to no Life,Music,1,7.2,10426
9910,Shokichi Monogatari,Music,1,5.56,180
9911,Houkago no Pleiades,ONA,4,6.2,13618
9916,Samurai Giants,TV,46,6.67,319
9917,Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,Movie,1,6.94,17120
9919,Ao no Exorcist,TV,25,7.92,583823
9922,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,TV,12,6.88,52687
9924,Shukufuku no Campanella: La Campanella Della Benedizione,OVA,1,6.62,4023
9925,Amagami SS: Tachibana Miya-hen - Imouto,Special,1,7.35,31019
9926,Sekaiichi Hatsukoi,TV,12,8.15,94820
9930,Snow Halation,Music,1,7.61,8731
9931,Happy Birthday: Inochi Kagayaku Toki,Movie,1,7.48,1356
9934,Nekogami Yaoyorozu,TV,12,6.73,12486
9935,Chocolat no Mahou,OVA,13,6.37,3800
9936,Maken-Ki!,TV,12,6.69,104182
9938,Ikoku Meiro no Croisée The Animation,TV,12,7.48,38652
9939,Kunoichi Sakuya,OVA,2,5.89,1218
9940,Mai no Mahou to Katei no Hi,Special,1,6.09,1131
9941,Tiger &amp; Bunny,TV,25,8.12,104075
9943,Ore-sama Kingdom,OVA,14,6.61,1846
9944,Hime Gal♥Paradise,OVA,9,6.21,563
9947,Lan Mao,TV,0,6.04,177
9948,Music Up,TV,52,6.23,147
9949,The Olympic Adventures of Fuwa,TV,100,6.17,76
9950,Hulu Xiongdi,TV,13,7.4,170
9951,Jiu Se Lu,Movie,1,6.26,775
9952,Wei Qi Shao Nian,TV,26,6.4,196
9955,Big Mouth Do Do,TV,52,6.54,115
9956,The Primitives: Bongo and Grunge,TV,52,5.5,58
9957,Hoshizora no Violin,Movie,1,6.87,482
9958,Hayate no Gotoku! Heaven Is a Place on Earth,Movie,1,7.26,22973
9959,Raiyantsuuri no Uta,Movie,1,7.51,465
9963,Detective Conan Movie 15: Quarter of Silence,Movie,1,8.13,17165
9965,Soukou Kyojin Z-Knight,OVA,1,5.13,110
9967,W: Wish Omake,Special,4,5.54,802
9968,Wana: Hakudaku Mamire no Houkago,OVA,2,6.62,2887
9969,Gintama&#039;,TV,51,9.16,151266
9970,Floating Material,OVA,2,6.77,4567
9972,Document Taiyou no Kiba Dagram,Movie,1,6.32,336
9973,Xi Yang Yang Yu Hui Tai Lang: Zhi Hu Hu Sheng Wei,Movie,1,5.26,143
9976,Wakaranai Buta,Movie,1,4.92,333
9978,Kyouryuu Tankentai Born Free,TV,25,6.12,236
9979,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,Movie,1,7.61,2842
9981,Phi Brain: Kami no Puzzle,TV,25,7.32,64958
9982,Fairy Tail OVA,OVA,5,7.83,83421
9988,Otome wa Boku ni Koishiteru: Futari no Elder,OVA,3,6.96,10579
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,11,8.62,463835
9990,Midori-ko,Movie,1,6.46,609
9991,Bremen 4: Jigoku no Naka no Tenshi-tachi,Special,1,6.29,249
9993,Samuraider: Nazo no Tenkousei,OVA,1,5.82,212
9996,Hyouge Mono,TV,39,8.1,10649
9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,OVA,1,6.05,116
9999,One Piece 3D: Mugiwara Chase,Movie,1,7.34,23772
10000,Esper Mami Special: My Angel Mami-chan,Special,1,6.52,148
10003,Kago Shintarou Anime Sakuhin Shuu,OVA,15,5.23,1551
10005,Tetsujin 28-gou: Hakuchuu no Zangetsu,Movie,1,6.77,404
10012,Carnival Phantasm,OVA,12,8.01,71976
10013,Shouwa Monogatari (Movie),Movie,1,6.49,878
10014,Shouwa Monogatari,TV,13,7.06,3563
10015,Yu☆Gi☆Oh! Zexal,TV,73,6.58,22480
10016,Kizuna Ichigeki,Movie,1,6.68,4128
10017,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,OVA,1,7.07,15280
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ONA,4,7.66,101495
10028,Magic Knight Rayearth Omake,Special,5,6.45,1730
10029,Coquelicot-zaka kara,Movie,1,8.03,50689
10030,Bakuman. 2nd Season,TV,25,8.53,151561
10033,Toriko,TV,147,7.74,54790
10036,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nasarete,Special,1,6.85,610
10039,Chinpui Specials,Special,2,5.7,87
10040,Chinpui: Eri-sama Katsudou Daishashin,Movie,1,6.0,107
10043,Sailor Fuku Shinryou Tsumaka,OVA,2,6.2,1442
10044,Brave Fire S0.9,Special,1,5.88,144
10045,Seishun Fuufu Monogatari: Koiko no Mainichi,OVA,2,6.22,162
10048,Fuyu no Semi: Tokubetsu Henshuuhan,OVA,1,7.44,2322
10049,Nurarihyon no Mago: Sennen Makyou,TV,24,8.15,75612
10050,Macross F Music Clip Shuu: Nyankuri,Music,1,7.47,3010
10055,Black Jack: Heian Sento,Movie,1,6.61,1087
10056,Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,Movie,1,5.61,113
10057,Sore Ike! Anpanman: Tobe! Tobe! Chibigon,Movie,1,5.54,113
10058,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,Movie,1,6.43,117
10059,Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,Movie,1,6.73,130
10060,Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu,Movie,1,5.93,115
10061,Sore Ike! Anpanman: Baikinman no Gyakushuu,Movie,1,5.89,124
10067,Angel Beats!: Another Epilogue,Special,1,7.63,134180
10073,Seikon no Qwaser II,TV,12,6.69,64168
10074,Toriko 3D: Kaimaku Gourmet Adventure!!,Movie,1,6.83,4204
10075,Naruto x UT,OVA,1,7.58,23465
10076,Kämpfer für die Liebe,Special,2,6.69,37047
10077,Sango no Umi to Ouji,OVA,1,6.16,132
10079,Hoshizora e Kakaru Hashi,TV,12,7.04,85178
10080,Kami nomi zo Shiru Sekai II,TV,12,8.12,194300
10083,Shiki Specials,Special,2,7.93,37657
10087,Fate/Zero,TV,13,8.51,453630
10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,Movie,1,7.91,7515
10092,Break Blade 6: Doukoku no Toride,Movie,1,7.82,39077
10098,Kobato.: Hajimete no Kobato.,Special,8,6.88,6001
10101,Shoujo Senki Brain Jacker,OVA,2,5.76,1976
10104,Loups=Garous Picture Drama,Special,1,5.55,1041
10105,Bavi Stock,OVA,2,5.6,357
10106,Sweet Home: H na Oneesan wa Suki Desu ka?,OVA,3,7.1,4175
10108,Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,Special,16,7.16,14917
10109,Softenni,TV,12,6.6,16068
10110,Mayo Chiki!,TV,13,7.53,192219
10112,Alexandros no Ketsudan,OVA,1,5.48,212
10113,Yokohama Meibutsu: Otoko Katayama-gumi!,OVA,2,6.53,150
10114,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,Movie,1,6.85,297
10115,Friends: Mononoke Shima no Naki,Movie,1,7.19,601
10116,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,Movie,1,7.02,795
10118,Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi,ONA,5,6.67,378
10119,Seitokai Yakuindomo OVA,OVA,8,7.89,63265
10122,Kowarekake no Orgel Special,Special,1,7.04,7198
10132,Jin Sheng Yuan,Music,1,6.38,406
10135,Manga Hajimete Monogatari,TV,305,6.36,169
10136,Manga Doushite Monogatari,TV,100,6.67,140
10137,Manga Naruhodo Monogatari,TV,102,6.74,115
10138,Manga Hajimete Omoshiro Juku,TV,110,6.68,162
10139,21 Seiki Manga Hajimete Monogatari,Special,1,6.63,258
10149,Mo fa a ma,Movie,1,6.18,124
10152,Kimi ni Todoke 2nd Season: Kataomoi,Special,1,7.27,35243
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s,Movie,1,8.34,13315
10155,Dog Days,TV,13,7.21,97809
10156,Sacred Seven,TV,12,6.74,47136
10161,No.6,TV,11,7.76,168017
10162,Usagi Drop,TV,11,8.56,194855
10163,C: The Money of Soul and Possibility Control,TV,11,7.44,156853
10165,Nichijou,TV,26,8.52,254436
10172,Freezing Specials,Special,6,6.74,28125
10177,DD Hokuto no Ken,TV,12,6.28,2348
10178,Otona Joshi no Anime Time,Special,4,7.52,11268
10180,Otome Youkai Zakuro Picture Drama,Special,2,6.45,2747
10187,HenSemi (TV),TV,13,6.66,27878
10189,Hunter x Hunter Pilot,OVA,1,7.37,10375
10191,Katte ni Kaizou,OVA,6,7.06,19904
10194,Badaui Jeonseol Jangbogo,TV,26,6.35,371
10196,Baby Princess 3D Paradise 0 [Love],OVA,1,6.63,17570
10197,Nyanpire The Animation,TV,12,6.83,19161
10199,Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,Movie,1,6.23,295
10200,Bikkuriman: Moen Zone no Himitsu,Movie,1,5.42,108
10201,Senkou no Night Raid Picture Drama,Special,1,6.28,1543
10202,Kamen Rider Den-O: Imagin Anime 3,OVA,12,6.58,350
10203,Bikkuriman: Daiichiji Seima Taisen,Movie,1,5.71,109
10207,Lily to Kaeru to (Otouto),Special,1,6.53,760
10209,Kore wa Zombie Desu ka? OVA,OVA,2,7.57,73826
10210,Bug tte Honey,TV,51,6.3,146
10213,Maji de Watashi ni Koi Shinasai!,TV,12,7.02,116683
10217,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,TV,12,6.03,4669
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,Movie,1,7.91,77103
10219,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,Special,1,6.46,10024
10224,Uchuu Majin Daikengou,TV,26,6.6,229
10232,Tamayura: Hitotose,TV,12,7.32,25760
10236,Kagee Grimm Douwa,TV,52,5.94,129
10237,Ki-Fighter Taerang,TV,26,5.92,81
10238,Hybrid Deka,Movie,1,5.0,94
10239,Mayutoro The Toons,TV,33,5.38,76
10241,Sekai Monoshiri Ryoko,TV,1006,5.92,153
10242,Ton-Ton Atta to Niigata no Mukashibanashi,TV,13,6.54,63
10244,Ultra B: Black Hole kara no Dokusaisha BB!!,Movie,1,5.54,71
10245,Burning Village,OVA,10,5.83,108
10246,Hajimete no Christmas,Special,1,6.3,89
10247,Jankenman: Kaijuu Dai Kessen,OVA,1,6.31,80
10249,Toaru Majutsu no Index-tan II,Special,2,7.14,20942
10250,Ultra B,TV,119,5.52,102
10256,Shion Special,Special,1,6.58,860
10257,Pretty Rhythm: Aurora Dream,TV,51,7.6,9431
10258,Gokicha!!,ONA,2,5.66,5615
10259,Da Yu Hai Tang,Movie,1,6.98,7639
10260,Eiyuu Densetsu: Sora no Kiseki The Animation,OVA,2,6.83,9730
10261,Toufu Kozou,Movie,1,6.15,295
10262,Gag Manga Biyori: Jump Festa 2002 Special,Special,1,6.5,513
10263,Sonic X Pilot,Special,2,6.29,1795
10270,Gun-dou Musashi Recap,Special,1,4.62,227
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,TV,26,8.29,55566
10276,Prince of Tennis: Mini Theater,Special,3,7.13,3010
10278,The iDOLM@STER,TV,25,7.75,81155
10280,Uchuu Kaizoku Sara Special,Special,1,7.07,2441
10282,Manga Nippon Mukashibanashi,TV,12,5.95,174
10285,Manga Nippon Mukashibanashi (Movie),Movie,1,6.05,110
10286,Soukou Kijo Iris Special,Special,1,6.29,1125
10294,Towa no Quon 1: Utakata no Kaben,Movie,1,7.53,33550
10297,Shin Koihime†Musou: Otome Tairan OVA,OVA,1,6.91,3709
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,Special,1,7.41,41241
10301,Rio: Rainbow Gate! Special,Special,1,6.25,3037
10302,Pokemon Diamond &amp; Pearl Specials,Special,2,7.17,5913
10304,Shin Karate Jigoku-hen,OVA,2,5.87,137
10306,Umi Monogatari: Kanon to Iku Amamikoshima,Special,13,6.46,1087
10308,Sengoku Otome: Momoiro Paradox,TV,13,6.71,27080
10313,Dallos Special,Movie,1,5.77,301
10319,Chou Dendou Robo Tetsujin 28-gou FX,TV,47,6.53,354
10321,Uta no☆Prince-sama♪ Maji Love 1000%,TV,13,7.37,105723
10323,Golden Kids,ONA,2,4.61,138
10324,Tono to Issho: Gantai no Yabou,TV,12,6.73,1993
10325,Kyuuketsuki,OVA,2,5.91,3281
10327,Cosplay Roshutsu Kenkyuukai,OVA,2,6.21,2401
10330,Bakugan Battle Brawlers: Mechtanium Surge,TV,46,6.29,8662
10334,Rurouni Kenshin Recap,Special,1,7.46,4527
10335,Konpeki no Kantai: Sourai Kaihatsu Monogatari,Special,1,6.45,164
10336,Last Exile: Ginyoku no Fam,TV,21,7.14,28616
10338,Honto ni Atta! Reibai Sensei,TV,22,6.66,5082
10342,Tetsuwan Atom: Uchuu no Yuusha,Movie,1,6.51,661
10346,Ring ni Kakero 1: Sekai Taikai-hen,TV,6,6.96,566
10347,Happy Kappy,TV,25,5.64,792
10348,Fireball Charming,TV,13,6.94,5640
10349,Suzy&#039;s Zoo: Daisuki! Witzy,TV,25,6.35,369
10350,Hakuouki Sekkaroku,OVA,6,7.84,14725
10351,Tenchi Muyou! Ryououki 2nd Season Picture Drama,Special,1,7.18,3626
10353,Okama Hakusho,OVA,3,5.67,183
10354,Kakomareta Sekai,ONA,1,6.22,786
10355,Twinkle Heart: Gingakei made Todokanai,OVA,1,5.63,307
10357,Jinrui wa Suitai Shimashita,TV,12,7.92,89373
10359,Jewelpet Sunshine,TV,52,6.86,2019
10360,Kinniku Banzuke: Kongou-kun no Daibouken!,TV,3,5.63,192
10361,Macross F: Choujikuu Gekijou,OVA,1,6.72,2177
10368,Teleclub no Himitsu,OVA,2,4.67,148
10369,Shougeki Shinsengumi,OVA,1,6.26,84
10370,Metal Fight Beyblade 4D,TV,52,6.93,5894
10372,Kamisama Dolls,TV,13,7.14,47665
10373,Soul Link Picture Drama,Special,3,5.84,603
10375,Denshinbashira no Okaasan,Movie,1,5.82,224
10378,Shinryaku!? Ika Musume,TV,12,7.62,45613
10379,Natsume Yuujinchou San,TV,13,8.67,102322
10380,Oni Chichi: Re-birth,OVA,1,7.65,14925
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,ONA,10,6.66,5125
10389,Momo e no Tegami,Movie,1,7.78,30519
10390,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,Special,3,6.73,5249
10391,Kuragehime: Soreike! Amars Tankentai,Special,6,5.77,6115
10392,Pet Life,OVA,1,6.43,2374
10396,Ben-To,TV,12,7.49,146570
10397,Mashiro-iro Symphony: The Color of Lovers,TV,12,7.3,77284
10405,Xi Avant,Movie,1,6.41,2379
10406,Spelunker Sensei,OVA,1,5.18,1976
10407,Shimanchu MiRiKa,Special,1,5.72,267
10408,Hotarubi no Mori e,Movie,1,8.61,197439
10409,Kyouhaku: Owaranai Ashita - Special Stage,Special,1,5.68,395
10417,Gyo,OVA,1,5.71,27005
10418,Deadman Wonderland OVA,OVA,1,7.12,78878
10419,Menkui!,OVA,2,7.24,4954
10420,Gakuen 3,OVA,2,6.63,2188
10421,Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,OVA,1,6.51,2863
10424,Ona x2,OVA,1,5.65,946
10429,Otoko no Ko Ojousama,OVA,1,6.22,1572
10431,Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru &quot;LIPS Eizou&quot;,ONA,1,7.03,18934
10435,Boyfriend,Special,1,5.68,243
10436,Animal Dance,Movie,1,4.98,412
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,TV,24,7.42,12505
10445,Perfect Day,Music,1,7.59,7743
10447,Aquarion Evol,TV,26,7.32,62753
10448,Rain Town,ONA,1,7.38,12489
10456,Kyoukaisenjou no Horizon,TV,13,7.29,90977
10457,JK to Inkou Kyoushi 4,OVA,2,6.82,3914
10458,Ran-&gt;Sem: Hakudaku Delmo Tsuma no Miira Tori,OVA,2,6.92,4192
10459,Puu-Neko,TV,11,5.49,496
10460,Kimi to Boku.,TV,13,7.85,86196
10463,Exper Zenon,Movie,1,5.78,623
10464,Seitokai no Ichizon Lv.2,ONA,10,7.48,41169
10465,Manyuu Hikenchou,TV,12,6.34,32171
10466,Phantom Yuusha Densetsu,OVA,1,5.44,176
10469,Sayonara Zetsubou Sensei Special,Special,1,7.63,9669
10470,God Eater Prologue,Special,1,6.8,19414
10471,Ie Naki Ko Remi Specials,Special,3,7.72,781
10477,Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,Special,1,6.26,8434
10479,Beelzebub Specials,Special,16,7.44,9834
10481,Otohime Connection,OVA,1,6.27,259
10488,Shocking Pink!,OVA,2,7.0,3877
10490,Blood-C,TV,12,6.73,118553
10491,Higurashi no Naku Koro ni Kira,OVA,4,6.58,46712
10495,Yuru Yuri,TV,12,7.7,148140
10497,Hetalia World Series Specials,Special,4,7.88,14348
10500,Ojiisan no Lamp,Movie,1,7.71,11745
10501,Bannou Yasai Ninninman,Movie,1,6.13,3612
10502,Tansu Warashi.,Movie,1,6.91,4028
10504,Gosick Recap,Special,1,7.11,8792
10506,Shiawase Haitatsu Taneko,TV,0,6.5,152
10507,Inazuma Eleven Go,TV,47,7.32,18480
10509,Hoero! Bun Bun (Movie),Movie,1,6.28,120
10511,Toyama Kankou Anime Project,Special,6,5.59,580
10513,Usavich IV,TV,13,6.93,1660
10516,Anemone,OVA,1,6.69,2466
10519,Mahou Shoujo Sonico★Magica,ONA,1,5.98,13266
10520,Nurse Witch Komugi-chan Magikarte Z Special,Special,1,5.8,1227
10521,Working&#039;!!,TV,13,7.98,117328
10524,Duel Masters Victory,TV,52,6.37,574
10525,Shinseiki Duel Masters Flash,TV,24,6.27,314
10526,Duel Masters Zero,TV,25,6.4,795
10527,Duel Masters Cross,TV,100,6.72,1062
10528,Duel Masters Cross Shock,TV,50,6.5,920
10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,OVA,1,7.47,5369
10532,Working&#039;!! Announcement Specials,ONA,2,6.84,8973
10533,Fujilog,TV,13,5.75,275
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,1,7.73,1317
10536,Kimi ni Todoke 2nd Season Specials,Special,3,7.42,23498
10539,Hato no Oyome-san,TV,22,3.62,168
10540,Genki!! Ekoda-chan,TV,22,5.5,189
10541,Shuukan Shimakou,TV,11,5.32,251
10545,The Epic Of ZektBach,OVA,1,6.0,2792
10546,Rinkan Club,OVA,4,6.63,3107
10547,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,OVA,1,6.52,8216
10549,Precure All Stars GoGo Dream Live!,Special,1,6.98,1642
10552,Akebi no Hana: Maho,OVA,1,5.77,1922
10553,Betsu ni Anta no Tame ni Ookiku Nattan Janain Dakara ne!!,OVA,1,6.31,3516
10554,Yakyuukyou no Uta,TV,25,7.15,292
10562,Machine Hayabusa,TV,21,6.36,227
10563,Yakyuukyou no Uta: Kita no Ookami Minami no Tora,Movie,1,6.35,112
10564,Korogashi Ryouta,OVA,3,5.9,96
10568,Kamisama no Memochou,TV,12,7.7,130502
10570,Inshitsu Otaku ni Ikareru Kanojo,OVA,3,6.21,2730
10572,Ro-Kyu-Bu!,TV,12,7.05,46940
10573,Prince of Tennis: Another Story II - Ano Toki no Bokura,OVA,4,7.71,6005
10575,Naisho no Wakana-san,OVA,1,5.96,1478
10578,C³,TV,12,6.88,100425
10581,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,Special,1,6.24,3528
10582,Astarotte no Omocha! EX,OVA,1,6.83,20824
10584,Mononoke Dance,Music,1,5.19,568
10585,Chuunen Punk,Music,1,4.68,308
10586,Cafe de Oni,Music,1,4.4,381
10588,Persona 4 the Animation,TV,25,7.68,134942
10589,Naruto: Shippuuden Movie 5 - Blood Prison,Movie,1,7.62,75660
10590,Reunion,OVA,2,6.79,3965
10592,Scryed Alteration I: Tao,Movie,1,7.13,3108
10594,Tokimeki Tonight Recaps,Special,2,6.4,220
10595,VitaminX Addiction,OVA,3,6.56,1428
10602,Hayabusa: Back to the Earth - Kikan,Movie,1,4.3,119
10603,Hayabusa: Back to the Earth,Movie,1,5.8,125
10604,Hidan no Aria Special,Special,1,6.98,32988
10607,Rerere no Tensai Bakabon,TV,24,6.64,182
10611,R-15,TV,12,6.7,53617
10620,Mirai Nikki (TV),TV,26,8.07,657190
10622,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,OVA,1,6.95,17209
10623,Hayan Ma-eum Baeggu,TV,13,7.06,359
10624,Mardock Scramble: The Second Combustion,Movie,1,7.5,23866
10627,Ski Jumping Pairs: Road to Torino 2006,Movie,1,5.03,187
10628,Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,OVA,1,7.46,5091
10629,Tibet Inu Monogatari,Movie,1,7.49,2647
10633,Shiodome Cable TV,TV,22,5.35,114
10638,Denpa Onna to Seishun Otoko Special,Special,1,7.41,34723
10639,Deva Zan,Special,1,5.28,1547
10643,Gintama: Dai Hanseikai,Special,1,8.19,14728
10647,Ao no Exorcist: Ura Ex,Special,10,7.26,43615
10648,Mars,OVA,2,6.0,183
10653,Running Boy: Star Soldier no Himitsu,Movie,1,5.64,96
10659,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,Movie,1,7.11,25174
10666,Fireball Special,Special,1,6.44,1439
10668,Imouto Paradise!,OVA,2,6.83,7713
10671,Morita-san wa Mukuchi.,TV,13,6.63,15046
10674,Omake,Movie,1,5.45,339
10679,Maria†Holic: Run Run Riru Ran Ran Rara,Music,1,6.06,2778
10681,Blood-C: The Last Dark,Movie,1,7.33,37925
10683,Tentacle and Witches,OVA,4,7.24,6420
10684,Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,Movie,1,5.14,107
10685,Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,Movie,1,5.39,107
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,Movie,1,7.27,30378
10687,Saint Seiya: Legend of Sanctuary,Movie,1,6.65,10776
10688,Muybridge no Ito,Movie,1,6.19,797
10689,Appleseed XIII Remix Movie 1: Yuigon,Movie,1,6.74,2478
10690,Magic Tree House,Movie,1,7.17,3433
10691,Downloader,Music,1,6.12,3680
10693,Appleseed XIII Remix Movie 2: Yogen,Movie,1,6.68,2423
10694,Bloods: Inraku no Ketsuzoku 2,OVA,2,7.09,7086
10695,Yume Kui: Tsurumiku Shiki Game Seisaku,OVA,2,6.87,4758
10697,Asa kara Zusshiri Milk Pot,OVA,2,6.12,3821
10701,Ulysses 31 Pilot,Special,1,6.01,218
10702,Tekken: Blood Vengeance,Movie,1,6.81,12816
10703,Detective Conan OVA 11: A Secret Order from London,OVA,1,7.51,5985
10705,Yasai no Yousei: N.Y.Salad,TV,26,6.36,163
10706,Yasai no Yousei: N.Y.Salad 2nd Series,TV,26,6.38,109
10709,Manga Nihon Keizai Nyuumon,TV,25,6.67,86
10710,Houkago no Pleiades: Manner Movie,Movie,1,5.25,1773
10711,Plastic Neesan,ONA,12,7.41,83977
10713,Towa no Quon 2: Konton no Ranbu,Movie,1,7.53,20132
10714,Towa no Quon 3: Mugen no Renza,Movie,1,7.64,19053
10715,Towa no Quon 4: Guren no Shoushin,Movie,1,7.76,18545
10716,Towa no Quon 5: Souzetsu no Raifuku,Movie,1,7.72,18060
10717,Towa no Quon 6: Towa no Quon,Movie,1,7.79,18624
10718,Soliton no Akuma,Movie,1,6.17,412
10719,Boku wa Tomodachi ga Sukunai,TV,12,7.57,325664
10720,Korekuraide Utau,Music,1,7.09,1395
10721,Mawaru Penguindrum,TV,24,8.08,156689
10723,Sojunghan Nal-ui Kkum,Movie,1,6.62,904
10728,Maid Ane,OVA,2,6.26,1573
10731,Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!,Movie,1,7.6,6162
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,OVA,1,6.79,1626
10735,Planetes Picture Drama,Special,9,5.8,1205
10736,Precure kara Minna e no Ouen Movie,ONA,1,6.14,893
10737,A-Channel: +A-Channel,Special,11,7.05,12631
10739,Panty &amp; Stocking in Sanitarybox,Special,1,6.56,19669
10740,Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,Movie,1,6.92,15377
10741,Jingi,OVA,2,5.86,124
10742,Saru to Kani no Gassen,Movie,1,5.06,200
10743,Tora-chan no Kankan Mushi,Movie,1,5.29,335
10751,Kikou Kai Galient OVA,OVA,3,6.19,328
10755,Lupin tai Holmes,Special,1,6.39,331
10756,Shitakiri Suzume,Movie,1,5.93,90
10757,Kachikachi Yama,Movie,1,5.33,148
10758,Momotarou,Movie,1,5.57,183
10759,Kintarou,Movie,1,5.93,91
10760,Issunboushi,Movie,1,6.0,120
10763,Robot Taekwon V,Movie,1,5.11,191
10764,Buta Himesama,OVA,1,5.64,2202
10765,Hikaru no Go Special,OVA,1,7.59,4253
10766,Detective Conan vs. Wooo,ONA,2,6.15,2587
10770,Mahou Shoujo Elena,OVA,3,6.55,3302
10774,Soccer Fever,TV,51,6.47,166
10775,SKET Dance: Demystifying Special,Special,1,7.16,3276
10779,Eroge! H mo Game mo Kaihatsu Zanmai,OVA,6,7.68,20316
10780,Dead Heat,OVA,1,5.69,495
10790,Kore wa Zombie Desu ka? of the Dead,TV,10,7.78,180032
10792,Haramasete Seiryuu-kun!,OVA,2,6.61,2754
10793,Guilty Crown,TV,22,7.81,460959
